E_eV,lambda_nm,sigma_200K,sigma_250K,sigma_298K
1.9962481240620311,621.0861110176669,3.346860809970022e-31,2.7166689515179617e-30,1.0383577161537696e-29
1.9982491245622809,620.4641697373889,4.2510540013827704e-31,3.0612607285540797e-30,1.1547168631533783e-29
2.0002501250625313,619.8434728063023,5.162114882463696e-31,3.4252227831417065e-30,1.279023551453889e-29
2.0022511255627813,619.2240164936915,5.9353218770197245e-31,3.803995943991497e-30,1.4132539628785705e-29
2.0042521260630313,618.6057970837389,6.494033225790945e-31,4.192999457509155e-30,1.5585084335351933e-29
2.0062531265632817,617.9888108754519,6.826081212763524e-31,4.597045933870486e-30,1.7172799839225126e-29
2.0082541270635317,617.3730541825881,6.970765613956589e-31,5.025331569067504e-30,1.8923089270357923e-29
2.0102551275637817,616.7585233335822,7.0119387405656285e-31,5.490135881814473e-30,2.0862781756574508e-29
2.012256128064032,616.1452146714729,7.54453197704466e-31,6.0528144298239235e-30,2.3062586875871762e-29
2.014257128564282,615.5331245538308,8.319374364239021e-31,6.689701043470495e-30,2.550495121616037e-29
2.016258129064532,614.9222493526858,9.14406723232243e-31,7.381821877023497e-30,2.8173445902127955e-29
2.0182591295647825,614.3125854544553,1.0016659837041684e-30,8.128895161935989e-30,3.106831725362023e-29
2.0202601300650325,613.7041292598736,1.1038277362966187e-30,8.959842399446065e-30,3.4246062575228775e-29
2.0222611305652824,613.0968771839208,1.214206032355201e-30,9.855790294651464e-30,3.7670529916891564e-29
2.024262131065533,612.4908256557518,1.3326411286979498e-30,1.0817135768134917e-29,4.1344958079083645e-29
2.026263131565783,611.8859711186273,1.4993667179471077e-30,1.1886201215473299e-29,4.5319044111699404e-29
2.028264132066033,611.2823100298434,1.7005978971317763e-30,1.3053395668739664e-29,4.9596461548441827e-29
2.0302651325662833,610.6798388606627,1.892703757652318e-30,1.428119932726379e-29,5.415863449978574e-29
2.0322661330665333,610.0785540962461,2.067479341355015e-30,1.5568613025536428e-29,5.90276067390463e-29
2.0342671335667832,609.4784522355834,2.2279220832245826e-30,1.6937644504229565e-29,6.426747110985756e-29
2.0362681340670337,608.8795297914261,2.4093921379467516e-30,1.8491763609605154e-29,7.009637869723513e-29
2.0382691345672836,608.2817832902197,2.5961498334835954e-30,2.0177573727071454e-29,7.642069891337611e-29
2.0402701350675336,607.6852092720363,2.8277723025265938e-30,2.2037671126775175e-29,8.330102632136697e-29
2.042271135567784,607.0898042905081,3.129972196605573e-30,2.4097369293262658e-29,9.077373610039972e-29
2.044272136068034,606.4955649127614,3.4519118120116776e-30,2.630331140166291e-29,9.879119844027423e-29
2.046273136568284,605.9024877193497,3.789548678921392e-30,2.864700888774588e-29,1.0734569711374075e-28
2.0482741370685345,605.3105693041884,4.1393869067049505e-30,3.112088941866003e-29,1.1642943901606998e-28
2.0502751375687844,604.7198062744906,4.4993772194843214e-30,3.37212688080279e-29,1.2604150760831622e-28
2.0522761380690344,604.1301952507008,4.869708288031959e-30,3.6451104397490556e-29,1.3619465593687288e-28
2.054277138569285,603.5417328664312,5.268285361508818e-30,3.93368421788769e-29,1.4693535422500708e-28
2.056278139069535,602.9544157683979,5.747170413700863e-30,4.244546894763176e-29,1.583627755819428e-28
2.058279139569785,602.3682406163567,6.2372832298960854e-30,4.573052030785547e-29,1.7047747982178827e-28
2.0602801400700352,601.7832040830399,6.737920575080557e-30,4.921865389487569e-29,1.8336387517370252e-28
2.062281140570285,601.1993028540933,7.254686241376524e-30,5.294616299607172e-29,1.9712444134887594e-28
2.064282141070535,600.616533628014,7.799459309817337e-30,5.695635298588794e-29,2.118726073056368e-28
2.066283141570785,600.0348931160877,8.389082932216276e-30,6.129545354026404e-29,2.277235350438516e-28
2.0682841420710356,599.4543780423267,9.042975823034005e-30,6.60077138905434e-29,2.4478427505830533e-28
2.0702851425712856,598.8749851434094,9.855833044107248e-30,7.120555661859174e-29,2.6321891753759205e-28
2.0722861430715356,598.296711168618,1.0754614591483131e-29,7.682804239165063e-29,2.830082513083403e-28
2.074287143571786,597.719552879778,1.173488478194796e-29,8.287535154455921e-29,3.0418077695385996e-28
2.076288144072036,597.1435070511986,1.2792022687503495e-29,8.934225158828219e-29,3.267493070828409e-28
2.078289144572286,596.5685704696112,1.3920531118571707e-29,9.622003400262497e-29,3.5071706537047316e-28
2.080290145072536,595.994739934111,1.5115609208572023e-29,1.0350133368904618e-28,3.7608803002353132e-28
2.0822911455727864,595.4220122560961,1.63747270301377e-29,1.111850934815725e-28,4.028779623855643e-28
2.0842921460730364,594.8503842592104,1.775213295315706e-29,1.193335621813736e-28,4.311762887369264e-28
2.0862931465732864,594.2798527792831,1.9207505227422552e-29,1.2792450184129808e-28,4.610047697606853e-28
